Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Dr. Neepa Vellimuttam,Ear-Nose-Throat (ENT) Specialist,20 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹1800,https://www.practo.com/mumbai/doctor/neepa-vellimuttam-ear-nose-throat-ent-specialist-1?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Chhaya Kushwaha,Pediatrician,35 years experience overall,"Chembur,",Mumbai,Care & Cure Medical Centre,₹1200,https://www.practo.com/mumbai/doctor/chhaya-kushwaha-pediatrician?practice_id=1310804&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Vinita Pawar,Psychiatrist,8 years experience overall,"Borivali East,",Mumbai,Ask Care Clinic,₹1500,https://www.practo.com/mumbai/doctor/vinita-pawar-psychiatrist?practice_id=1434031&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Priyanka Das,Dentist,9 years experience overall,"Malad West,",Mumbai,Prident Multispeciality Dental And Implant Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-priyanka-das-dentist-2?practice_id=1467279&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Dr. Rohan Palshetkar,Gynecologist/Obstetrician,15 years experience overall,"Opera House,",Mumbai,Babies And US Fertility IVF Centre,₹500,https://www.practo.com/mumbai/doctor/rohan-palshetkar-obstetrics-gynecology?practice_id=627140&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Ms. Kanchan Patwardhan,Dietitian/Nutritionist,28 years experience overall,"Kurla East,",Mumbai,Kanchan's House of Health & Nutrition,₹2000,https://www.practo.com/mumbai/therapist/ms-kanchan-patwardhan-dietitian-nutritionist-dietitian-nutritionist?practice_id=704751&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Ms. Apeksha Pawshe   (Physiotherapist),Physiotherapist,9 years experience overall,"Worli,",Mumbai,Pheal,₹1000,https://www.practo.com/mumbai/therapist/dr-apeksha-pawshe-physiotherapist?practice_id=1425265&specialization=Doctor&referrer=doctor_listing&page_uid=d724deb5-1600-405e-bcd9-da4e1177275f
Ms. Apeksha Pawshe   (Physiotherapist),Physiotherapist,9 years experience overall,"Worli,",Mumbai,Pheal,₹1000,https://www.practo.com/mumbai/therapist/dr-apeksha-pawshe-physiotherapist?practice_id=1425265&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Noorsabha A. Khan,Homoeopath,15 years experience overall,"Lokhandwala,",Mumbai,Dr. Noorsabha A. Khan,₹1000,https://www.practo.com/mumbai/doctor/dr-noorsabha-khan-homoeopath?practice_id=1352456&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Ms. Ruchi Manek,Psychologist,15 years experience overall,"Matunga,",Mumbai,Ruchi Manek clinic,₹2000,https://www.practo.com/mumbai/therapist/ruchi-manek-psychologist?practice_id=1291759&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Ms. Mithila Desai,Psychologist,37 years experience overall,"Borivali West,",Mumbai,Dr Mithila Desai's Power Of Mind Clinic,₹3000,https://www.practo.com/mumbai/therapist/dr-mithila-desai-psychologist-1-psychologist?practice_id=1151681&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Amrita Utekar,Homoeopath,13 years experience overall,"Chembur,",Mumbai,Lifeforce Homeopathy Clinic,₹1500,https://www.practo.com/mumbai/doctor/dr-amrita-utekar-homoeopath?practice_id=836507&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Ms. Rashi Laskari,Psychologist,16 years experience overall,"Andheri West,",Mumbai,Inner Light Counselling Centre,₹1800,https://www.practo.com/mumbai/therapist/rashi-anand-psychologist?practice_id=1071730&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Ms. Mansi Vaidya Physiotherapist   (Physiotherapist),Physiotherapist,10 years experience overall,"Vileparle East,",Mumbai,Praavi Physiotherapy Clinic,₹600,https://www.practo.com/mumbai/therapist/mansi-vaidya-physiotherapist-2?practice_id=1448617&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Preeti Savarkedar,Dermatologist,28 years experience overall,"Peddar Road,",Mumbai,Kaya Clinic,₹500,https://www.practo.com/mumbai/doctor/preeti-savarkedar-dermatologist-cosmetologist?practice_id=716070&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Punit Shah,Dentist,17 years experience overall,"Tardeo,",Mumbai,Apollo Dental Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-punit-shah?practice_id=1246182&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Gangurde Pritimala Bhalchandra,Gynecologist/Obstetrician,22 years experience overall,"Kandivali West,",Mumbai,Pearl Fertility & IVF,₹1000,https://www.practo.com/mumbai/doctor/dr-pritimala-b-ganngurde-gynecologist-obstetrician?practice_id=1258676&specialization=Doctor&referrer=doctor_listing&page_uid=9d938091-5476-4a21-b5cb-3ea5d43c0ef1
Dr. Kiran P. Sathe,Pediatrician,15 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1100,https://www.practo.com/mumbai/doctor/dr-kiran-p-sathe-pediatrician?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Ms. Richa Doshi,Dietitian/Nutritionist,15 years experience overall,"Kandivali West,",Mumbai,The Health Studio,₹800,https://www.practo.com/mumbai/therapist/richa-doshi-dietitian-nutritionist-1?practice_id=1324765&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Kavitha Valathi,Dentist,5 years experience overall,"Bandra Kurla Complex,",Mumbai,Asian Heart Dental,₹500,https://www.practo.com/mumbai/doctor/kavitha-valathi-dentist-2?practice_id=1357280&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Ajit Mishra,Neurosurgeon,15 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹1200,https://www.practo.com/mumbai/doctor/mishra-ajit-mataprasad-neurosurgeon?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Ms. Bhumika Khushalani,Dietitian/Nutritionist,17 years experience overall,"Chembur East,",Mumbai,Ishayu polyclinic,₹2500,https://www.practo.com/mumbai/therapist/bhumika-khushalani-dietitian-nutritionist-1?practice_id=1245543&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Nitin Pai Dhungat,Gynecologist/Obstetrician,23 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹2500,https://www.practo.com/mumbai/doctor/dr-nittin-pai-gynecologist-obstetrician?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Mayuri Surve,Ayurveda,15 years experience overall,"Ghatkopar East,",Mumbai,Ayushakti Ayurved Health Centre,₹300,https://www.practo.com/mumbai/doctor/dr-mayuri-surve-ayurveda?practice_id=1249061&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Mrudul vishanji dharod,Gastroenterologist,18 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹2000,https://www.practo.com/mumbai/doctor/mrudul-vishanji-dharod-gastroenterologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Ajay Nayak,Dentist,23 years experience overall,"Colaba,",Mumbai,Doctor's Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/ajay-nayak-dentist?practice_id=648830&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Dr. Somani Ankita Mahesh,Gynecologist/Obstetrician,19 years experience overall,"Malad West,",Mumbai,Surana Hospital And Research Center,₹700,https://www.practo.com/mumbai/doctor/dr-somani-ankita-mahesh-gynecologist-obstetrician?practice_id=778301&specialization=Doctor&referrer=doctor_listing&page_uid=f03cd9e0-e7a7-4513-898a-0a35b79349af
Ms. Harshida Pai   (Physiotherapist),Physiotherapist,15 years experience overall,"Andheri East,",Mumbai,Health Plus Physiotherapy Clinic,₹800,https://www.practo.com/mumbai/therapist/dr-harshida-pai-physiotherapist?practice_id=1122331&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Abdul Haque Inamdar,Dentist,11 years experience overall,"Bandra West,",Mumbai,Dr. Inamdar Dental Speciality Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-abdulhaue-inamdar-dentist?practice_id=1467885&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Piyusha Shankar,Dentist,10 years experience overall,"Peddar Road,",Mumbai,Bay Dental Associates,₹1000,https://www.practo.com/mumbai/doctor/piyusha-shankar-dentist?practice_id=766955&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Ms. Nipa Sanghavi,Psychologist,15 years experience overall,"Worli,",Mumbai,Evolve - The Mind Center,₹2000,https://www.practo.com/mumbai/therapist/ms-nipa-mehta-psychologist?practice_id=727267&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Vishal Popat,Spine Surgeon,14 years experience overall,"Sion East,",Mumbai,Jagger Polyclinic,₹1000,https://www.practo.com/mumbai/doctor/dr-vishal-popat-spine-surgeon?practice_id=1328003&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Ms. Shweta Uchil,Dietitian/Nutritionist,26 years experience overall,"Kandivali West,",Mumbai,Prettislim Health Clinic,Free Consultation,https://www.practo.com/mumbai/therapist/shweta-ucchil?practice_id=1129825&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Nikita Jadhav,Trichologist,11 years experience overall,"Lal baug,",Mumbai,Advance Skin Health Clinic,₹1300,https://www.practo.com/mumbai/doctor/dr-nikita-jadhav-dermatologist?practice_id=1183273&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Dhvani Doshi,Dentist,12 years experience overall,"Borivali West,",Mumbai,Smile World Dental Clinic,₹600,https://www.practo.com/mumbai/doctor/dr-dhvani-doshi-dentist?practice_id=1233233&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Ms. Kamna Bhandari,Dietitian/Nutritionist,27 years experience overall,"Khar West,",Mumbai,Eat Right With Kamna Bhandari,₹2700,https://www.practo.com/mumbai/therapist/kamna-bhandari-dietitian-nutritionist?practice_id=1133299&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Dr. Amit Raja,Dentist,20 years experience overall,"Tardeo,",Mumbai,Apollo Dental Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-amit-dentist-7?practice_id=1246182&specialization=Doctor&referrer=doctor_listing&page_uid=b6ea35c6-a504-4d98-bd3a-eb5603cff6f7
Ms. Larita Pais   (Physiotherapist),Physiotherapist,13 years experience overall,"Powai,",Mumbai,Physio Station,₹1200,https://www.practo.com/mumbai/therapist/dr-larita-pais-p-t?practice_id=1137428&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Ms. Anushree Lokhande,Psychologist,11 years experience overall,"Prabhadevi,",Mumbai,Evolving Together,₹2500,https://www.practo.com/mumbai/therapist/anushree-lokhande-psychologist?practice_id=1172728&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Ms. Rupa Mehta   (Physiotherapist),Physiotherapist,47 years experience overall,"Opera House,",Mumbai,Health Space,₹1000,https://www.practo.com/mumbai/therapist/dr-rupa-mehta-physiotherapist?practice_id=1128790&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Khushboo Ronak Khokhani,Dentist,7 years experience overall,"Dadar West,",Mumbai,Mint,₹500,https://www.practo.com/mumbai/doctor/dr-khushboo-mehta-dentist-1?practice_id=1182105&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Ms. Mahima Pawar,Psychologist,9 years experience overall,"Andheri East,",Mumbai,Evolve Wellness,₹1800,https://www.practo.com/mumbai/therapist/mahima-pawar-hypnotherapist?practice_id=1425331&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Sonali Kohli,Dermatologist,12 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1500,https://www.practo.com/mumbai/doctor/sonali-kohli-dermatologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Mishil Parikh,Oncologist,16 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1500,https://www.practo.com/mumbai/doctor/mishil-parikh?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Asha Dalal,Gynecologist/Obstetrician,46 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹1500,https://www.practo.com/mumbai/doctor/dr-asha-dalal-gynecologist-obstetrician-2?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Balasaheb V Khadbade,Gynecologist/Obstetrician,17 years experience overall,"Charni Road,",Mumbai,Yashoda IVF And Fertility & IVF Centre,₹800,https://www.practo.com/mumbai/doctor/balasaheb-v-khadbade-gynecologist-obstetrician?practice_id=1509205&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Monika Rambachan Yadav,Dentist,10 years experience overall,"Andheri West,",Mumbai,360 Dental Studio & MaxHealth Clinic,₹500,https://www.practo.com/mumbai/doctor/user-268-dentist?practice_id=1470904&specialization=Doctor&referrer=doctor_listing&page_uid=63438692-cdc4-4775-b67a-0b779bc15735
Dr. Irfana Thanwala,Dentist,13 years experience overall,"Jogeshwari West,",Mumbai,Dr Irfanas Dental Studio,₹500,https://www.practo.com/mumbai/doctor/dr-irfana-thanwala-dentist?practice_id=1601581&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Talha Meeran,Cardiologist,12 years experience overall,"Charni Road,",Mumbai,Sir H.N. Reliance Foundation Hospital,₹2000,https://www.practo.com/mumbai/doctor/talha-meeran-cardiologist?practice_id=862484&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Deepak Arun Joshi,Yoga and Naturopathy,16 years experience overall,"Dadar West,",Mumbai,Manudevi Naturopathy Center,₹200,https://www.practo.com/mumbai/therapist/deepak-arun-joshi-yoga-and-naturopathy?practice_id=1130645&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Hemant Kanojiya,Gynecologist/Obstetrician,29 years experience overall,"Kandivali,",Mumbai,Excell Endo Care,₹1500,https://www.practo.com/mumbai/doctor/dr-hemant-kanojiya-surgeon?practice_id=1310083&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Ms. Ruchitaa Mahesshwari,Dietitian/Nutritionist,13 years experience overall,"Andheri East,",Mumbai,Healthy Mantra,₹850,https://www.practo.com/mumbai/therapist/ruchita-maheshwari-dietitian-nutritionist-1?practice_id=1132713&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Tushar Yadav,Ayurveda,11 years experience overall,"Ghatkopar East,",Mumbai,Ayushakti Ayurved Health Centre,₹300,https://www.practo.com/mumbai/doctor/dr-tushar-yadav-ayurveda?practice_id=1249061&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Surendra Upadhyaya,Gynecologist/Obstetrician,31 years experience overall,"Ghatkopar West,",Mumbai,Navnirman Maternity Surgical Hospital & Janam Fertility & IVF Center,₹1500,https://www.practo.com/mumbai/doctor/surendra-upadhyaya-gynecologist-obstetrician?practice_id=1112791&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Akshay Shah,Oncologist,14 years experience overall,"Mahim,",Mumbai,S.L. Raheja Hospital – A Fortis Associate,₹3000,https://www.practo.com/mumbai/doctor/dr-akshay-shah-oncologist?practice_id=692922&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Dharmendra Solanki - (PhD)   (PhD),Psychologist,22 years experience overall,"Malad West,",Mumbai,Care Counselling Coaching,₹2500,https://www.practo.com/mumbai/therapist/dharmendra-solanki-psychologist?practice_id=1441204&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Dr. Neethu Krishnankutty,Homoeopath,10 years experience overall,"Mulund West,",Mumbai,Lifeforce Homeopathy Clinic,₹300,https://www.practo.com/mumbai/doctor/dr-neethu-krishnankutty-homoeopath?practice_id=884364&specialization=Doctor&referrer=doctor_listing&page_uid=106187f9-9179-4c0f-832d-1fcae2e05fea
Ms. Urvi Vakharia,Dietitian/Nutritionist,20 years experience overall,"Mulund West,",Mumbai,Clinico Diagnostic India Pvt Ltd,₹250,https://www.practo.com/mumbai/therapist/urvi-vakharia-dietitian-nutritionist?practice_id=1023832&specialization=Doctor&referrer=doctor_listing&page_uid=581f4d8d-d51d-4190-a289-5029f7022cb1
Dr. Mythily Sindhur Boreddy,Pediatrician,12 years experience overall,"Powai,",Mumbai,Baby Shark Children's Clinic,₹800,https://www.practo.com/mumbai/doctor/mythily-sindhur-boreddy-pediatrician?practice_id=1430700&specialization=Doctor&referrer=doctor_listing&page_uid=581f4d8d-d51d-4190-a289-5029f7022cb1
Ms. Jinisha Bhatt,Psychologist,8 years experience overall,"Vileparle East,",Mumbai,Jinisha Bhatt Clinic,₹1500,https://www.practo.com/mumbai/therapist/ms-jinisha-bhatt-psychologist?practice_id=1296418&specialization=Doctor&referrer=doctor_listing&page_uid=581f4d8d-d51d-4190-a289-5029f7022cb1
Ms. Ketaki Shingare   (Physiotherapist),Physiotherapist,15 years experience overall,"Ghatkopar East,",Mumbai,Physiorelieve Physiotherapy Clinic,₹1000,https://www.practo.com/mumbai/therapist/dr-ketaki-shingare-physiotherapist-physiotherapist?practice_id=1287623&specialization=Doctor&referrer=doctor_listing&page_uid=581f4d8d-d51d-4190-a289-5029f7022cb1
Dr. Vishwesh Malgi,Ophthalmologist,11 years experience overall,"Chembur East,",Mumbai,Sushrut Hospital and Research Center,₹1500,https://www.practo.com/mumbai/doctor/vishwesh-malgi-ophthalmologist?practice_id=611951&specialization=Doctor&referrer=doctor_listing&page_uid=581f4d8d-d51d-4190-a289-5029f7022cb1
